reference_month,publication_status,bls_release_date,bls_release_time_et,signal_available_timestamp,source_effective_after_close_date,release_source,release_source_locator,release_artifact_hash,cpi_all_items_nsa_level_as_published,prior_year_cpi_level,prior_year_level_source,canonical_cpi_yoy_unrounded,canonical_regime,bls_published_rounded_yoy,bls_published_rounded_regime,rounded_vs_unrounded_regime_disagreement,rebalance_event,point_in_time_safe,signal_contract_version,source_resolution_status,allocation_persistence_rule,forward_fill_used,interpolation_used,imputation_used,parent_dataset_id,parent_dataset_hash
2011-12,published_official_CPI_release,2012-01-19,08:30:00 America/New_York,2012-01-19T08:30:00-05:00,2012-01-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01192012.htm,afc18637c125b4382f80af66ed3a65b57677d534b0b15fce63ed95288bc5abe6,225.672,219.179,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.962418844871,high,3.0,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-01,published_official_CPI_release,2012-02-17,08:30:00 America/New_York,2012-02-17T08:30:00-05:00,2012-02-21,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02172012.htm,e7f660d4c894a7e00f4c7c3cec0867551c481004e67aa3a84d8cc2e37acb6887,226.665,220.223,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.925216712151,high,2.9,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-02,published_official_CPI_release,2012-03-16,08:30:00 America/New_York,2012-03-16T08:30:00-04:00,2012-03-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03162012.htm,3d297e25544da32f8641a583ec519ec3415b82fd6645f22465073aac808be852,227.663,221.309,prior_year_BLS_archived_release_level_CPI_U_NSA_final_when_released,2.871098780438,high,2.9,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-03,published_official_CPI_release,2012-04-13,08:30:00 America/New_York,2012-04-13T08:30:00-04:00,2012-04-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04132012.htm,fd9395aa572560b54b4407cdd84ee3809794c63bf8f2ce10134739c6ce38f25c,229.392,223.467,same_BLS_release_table,2.651398193022,high,2.7,high,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-04,published_official_CPI_release,2012-05-15,08:30:00 America/New_York,2012-05-15T08:30:00-04:00,2012-05-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05152012.htm,09da35b31d165810aec6311da69778c30f6d9af5593e7fcd38f79c5de139ae36,230.085,224.906,same_BLS_release_table,2.302739811299,medium,2.3,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-05,published_official_CPI_release,2012-06-14,08:30:00 America/New_York,2012-06-14T08:30:00-04:00,2012-06-15,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06142012.htm,fe93e7b17cc44dd1638168b35e165fc8fc4d5d158c203d51679296b4edd20aa6,229.815,225.964,same_BLS_release_table,1.704253774938,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-06,published_official_CPI_release,2012-07-17,08:30:00 America/New_York,2012-07-17T08:30:00-04:00,2012-07-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07172012.htm,7459723c764d5d9f32fbc4cb071c4cb96a99b8dd59cc28afbda1d5007b641fcb,229.478,225.722,same_BLS_release_table,1.663993762239,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-07,published_official_CPI_release,2012-08-15,08:30:00 America/New_York,2012-08-15T08:30:00-04:00,2012-08-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08152012.htm,d22e63b65b0e9a677523d6ae529f8dd2f5b3437c01a9a7630a9cdc2b04e4073b,229.104,225.922,same_BLS_release_table,1.408450704225,low,1.4,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-08,published_official_CPI_release,2012-09-14,08:30:00 America/New_York,2012-09-14T08:30:00-04:00,2012-09-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09142012.htm,e11d31e8b217c0d5d9ae92c57423586375652de14849c375bfb75689655f0f22,230.379,226.545,same_BLS_release_table,1.692378997550,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-09,published_official_CPI_release,2012-10-16,08:30:00 America/New_York,2012-10-16T08:30:00-04:00,2012-10-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10162012.htm,9b95ecef64ac68605c6638ce3169b2f1b913ab80cd82d73a2ca828bee2d5060b,231.407,226.889,same_BLS_release_table,1.991282080665,medium,2.0,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-10,published_official_CPI_release,2012-11-15,08:30:00 America/New_York,2012-11-15T08:30:00-05:00,2012-11-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11152012.htm,848a52a8b03699a14cfd93bb60b39486a8c267feeea4f8b58993b733214182a1,231.317,226.421,same_BLS_release_table,2.162343598871,medium,2.2,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-11,published_official_CPI_release,2012-12-14,08:30:00 America/New_York,2012-12-14T08:30:00-05:00,2012-12-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12142012.htm,efb136d71666b1de54760e203d610863aae39038ee06876931e8f48205e1ef51,230.221,226.230,same_BLS_release_table,1.764133846086,medium,1.8,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2012-12,published_official_CPI_release,2013-01-16,08:30:00 America/New_York,2013-01-16T08:30:00-05:00,2013-01-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162013.htm,2f1bf6845e225a11c307de893f51976c3b9dbd2565126cc8a2dad1052f0a07ed,229.601,225.672,same_BLS_release_table,1.741022368748,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-01,published_official_CPI_release,2013-02-21,08:30:00 America/New_York,2013-02-21T08:30:00-05:00,2013-02-22,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02212013.htm,5c53520ff6ed0fd7f4485d9168a3a39ba88be1c336d3aeaaffc5cc17c6218cc3,230.280,226.665,same_BLS_release_table,1.594864668123,medium,1.6,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-02,published_official_CPI_release,2013-03-15,08:30:00 America/New_York,2013-03-15T08:30:00-04:00,2013-03-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03152013.htm,0a02a4333bbd9fe1dbaa7dfc056286a8ef88bf84f2ac975bf5c98253243182a3,232.166,227.663,same_BLS_release_table,1.977923509749,medium,2.0,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-03,published_official_CPI_release,2013-04-16,08:30:00 America/New_York,2013-04-16T08:30:00-04:00,2013-04-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04162013.htm,62c18706d20bafa2ed380732bcdb076be4c479532cff1fee82f83eafd53db039,232.773,229.392,same_BLS_release_table,1.473896212597,low,1.5,medium,true,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-04,published_official_CPI_release,2013-05-16,08:30:00 America/New_York,2013-05-16T08:30:00-04:00,2013-05-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05162013.htm,7ae3c7812e38fd9f38157f98952dc75cf45d330c5e75ae939193a86956508478,232.531,230.085,same_BLS_release_table,1.063085381489,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-05,published_official_CPI_release,2013-06-18,08:30:00 America/New_York,2013-06-18T08:30:00-04:00,2013-06-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06182013.htm,0cdf1fb2bdc1b32c7a5e1a4bb6fe01ecb71cbac9e9901ac6241b838de92e4df3,232.945,229.815,same_BLS_release_table,1.361965058852,low,1.4,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-06,published_official_CPI_release,2013-07-16,08:30:00 America/New_York,2013-07-16T08:30:00-04:00,2013-07-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07162013.htm,d862102452553bd84e764a59a094ce12bbf187cd3f5e04d144b21e0182d620f4,233.504,229.478,same_BLS_release_table,1.754416545377,medium,1.8,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-07,published_official_CPI_release,2013-08-15,08:30:00 America/New_York,2013-08-15T08:30:00-04:00,2013-08-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08152013.htm,714381fdeb58472211924b8e706da9e05bdfdf9d930ff642ec2dfe68db0191f7,233.596,229.104,same_BLS_release_table,1.960681611844,medium,2.0,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-08,published_official_CPI_release,2013-09-17,08:30:00 America/New_York,2013-09-17T08:30:00-04:00,2013-09-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09172013.htm,6f298d3bd70aabd5a0d18e639b627bdebc912e02f7f193c6d9f033946c5841ab,233.877,230.379,same_BLS_release_table,1.518367559543,medium,1.5,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-09,published_official_CPI_release,2013-10-30,08:30:00 America/New_York,2013-10-30T08:30:00-04:00,2013-10-31,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10302013.htm,852c4683523f94b2485556a59c501a424675d4f6bbd3547721e39d0450de4cfb,234.149,231.407,same_BLS_release_table,1.184925261552,low,1.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-10,published_official_CPI_release,2013-11-20,08:30:00 America/New_York,2013-11-20T08:30:00-05:00,2013-11-21,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11202013.htm,db0f16a8417104289102e7ffe4e00dbab45e683d8d314bb8d7a5fa5f376a7ffc,233.546,231.317,same_BLS_release_table,0.963612704643,low,1.0,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-11,published_official_CPI_release,2013-12-17,08:30:00 America/New_York,2013-12-17T08:30:00-05:00,2013-12-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12172013.htm,55c77691675ea642100daaae127fb4675d11fc3059eb7d2a8d970c32cb1ed6e0,233.069,230.221,same_BLS_release_table,1.237072204534,low,1.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2013-12,published_official_CPI_release,2014-01-16,08:30:00 America/New_York,2014-01-16T08:30:00-05:00,2014-01-17,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162014.htm,1442dc2f80a398a1375462f9b23f5bfcd044ac08319ca075042c02d8d3831992,233.049,229.601,same_BLS_release_table,1.501735619618,medium,1.5,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-01,published_official_CPI_release,2014-02-20,08:30:00 America/New_York,2014-02-20T08:30:00-05:00,2014-02-21,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02202014.htm,e2c0464fab135abed6b7be0aff190496ca19c354fce516841bd6bef95cd5a79c,233.916,230.280,same_BLS_release_table,1.578947368421,medium,1.6,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-02,published_official_CPI_release,2014-03-18,08:30:00 America/New_York,2014-03-18T08:30:00-04:00,2014-03-19,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03182014.htm,a51e98d1d12879a9d48226d0074729d5d461497aa90d0e09dd6bde6960311c38,234.781,232.166,same_BLS_release_table,1.126349250106,low,1.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-03,published_official_CPI_release,2014-04-15,08:30:00 America/New_York,2014-04-15T08:30:00-04:00,2014-04-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04152014.htm,e109131bf113f2946f86f088f44752a64eab08f9bb6c9a04e690812b2b06d73d,236.293,232.773,same_BLS_release_table,1.512202875763,medium,1.5,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-04,published_official_CPI_release,2014-05-15,08:30:00 America/New_York,2014-05-15T08:30:00-04:00,2014-05-16,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05152014.htm,00d0e2c80f044285a8f9f3912083ad3a2ed0dee5f69f9796c3b83685fee21b93,237.072,232.531,same_BLS_release_table,1.952857898517,medium,2.0,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-05,published_official_CPI_release,2014-06-17,08:30:00 America/New_York,2014-06-17T08:30:00-04:00,2014-06-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06172014.htm,040bacfa694b624768660561c63ae4f91b2ec29d0ebe1270f6b1a86277454723,237.900,232.945,same_BLS_release_table,2.127111549937,medium,2.1,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-06,published_official_CPI_release,2014-07-22,08:30:00 America/New_York,2014-07-22T08:30:00-04:00,2014-07-23,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07222014.htm,2173fcaf456b60d38ab777fce4ee2c72eb053d9a9b0377c1ebd23e886c7ed236,238.343,233.504,same_BLS_release_table,2.072341373167,medium,2.1,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-07,published_official_CPI_release,2014-08-19,08:30:00 America/New_York,2014-08-19T08:30:00-04:00,2014-08-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08192014.htm,be1148e9d87609eada51d42a21aed11f8d115a244f07888598b36566968ea6f7,238.250,233.596,same_BLS_release_table,1.992328635764,medium,2.0,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-08,published_official_CPI_release,2014-09-17,08:30:00 America/New_York,2014-09-17T08:30:00-04:00,2014-09-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09172014.htm,509abf7016b5a6980eff3b08c9344a2e3ddea05a4dcffb3d5e4d36499d2dbaa6,237.852,233.877,same_BLS_release_table,1.699611334163,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-09,published_official_CPI_release,2014-10-22,08:30:00 America/New_York,2014-10-22T08:30:00-04:00,2014-10-23,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10222014.htm,28b9d53584a5680b3faea922b0e06051f96ae46f9b65d6c85ea5ac9ca0d435a1,238.031,234.149,same_BLS_release_table,1.657918675715,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-10,published_official_CPI_release,2014-11-20,08:30:00 America/New_York,2014-11-20T08:30:00-05:00,2014-11-21,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11202014.htm,60f4715c0c02ef1cf1dcc56ed7da134affd00b9b56779ffa3ff0b31e1ef5ba97,237.433,233.546,same_BLS_release_table,1.664340215632,medium,1.7,medium,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-11,published_official_CPI_release,2014-12-17,08:30:00 America/New_York,2014-12-17T08:30:00-05:00,2014-12-18,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12172014.htm,0134ce12341295786bdcc85a712b2aed9435329b4bcb727e8d4b26e00e958811,236.151,233.069,same_BLS_release_table,1.322355182371,low,1.3,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2014-12,published_official_CPI_release,2015-01-16,08:30:00 America/New_York,2015-01-16T08:30:00-05:00,2015-01-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162015.htm,d838c0c752f5b84b6988c5d7660e993b607650458604a17ab17ca4a098956efb,234.812,233.049,same_BLS_release_table,0.756493269656,low,0.8,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2015-01,published_official_CPI_release,2015-02-26,08:30:00 America/New_York,2015-02-26T08:30:00-05:00,2015-02-27,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02262015.htm,5f2f53717b05f723c1ad9acd00a77bcdfad14629c4680e8209783745a1c03014,233.707,233.916,same_BLS_release_table,-0.089348313070,low,-0.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2015-02,published_official_CPI_release,2015-03-24,08:30:00 America/New_York,2015-03-24T08:30:00-04:00,2015-03-25,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03242015.htm,c695f0e237f97e2064df963df324441b0cb3a6a65cc975619e04c12724c0fecc,234.722,234.781,same_BLS_release_table,-0.025129801815,low,0.0,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2015-03,published_official_CPI_release,2015-04-17,08:30:00 America/New_York,2015-04-17T08:30:00-04:00,2015-04-20,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04172015.htm,18dca30a854d33973c9b2bf0515734555e0c6e0f5fefcd233520ffc4279fffaf,236.119,236.293,same_BLS_release_table,-0.073637390866,low,-0.1,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
2015-04,published_official_CPI_release,2015-05-22,08:30:00 America/New_York,2015-05-22T08:30:00-04:00,2015-05-26,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05222015.htm,92d80729ea975b3fca490809207cac13a8a8213a2cf9984a59a0cd8a38b33214,236.599,237.072,same_BLS_release_table,-0.199517446177,low,-0.2,low,false,true,true,cpi_yoy_unrounded_from_point_in_time_CPIAUCNS_levels_v2,direction_owner_source_supported_portability_interpretation,not_applicable_release_event_exists,false,false,false,phase2_public_cpi_point_in_time_v1,sha256:cac4891195e4c3054de4b680b7ddab7123dafefe25926040b4fbd32a3ee85d7e
