reference_month,bls_release_date,bls_release_time_et,release_source,release_source_locator,release_artifact_hash,cpi_all_items_nsa_level_as_published,cpi_yoy_percent_as_published,published_yoy_source,alfred_vintage_date,alfred_current_month_level_as_of_release,alfred_prior_year_level_as_of_release,bls_prior_year_level_available_as_of_release,prior_year_level_source,computed_yoy_from_same_vintage,published_vs_computed_difference,signal_regime,computed_unrounded_regime,signal_available_timestamp,next_business_day_after_release,source_effective_after_close_date,source_reconciliation_status,threshold_rounding_status,point_in_time_safe,forward_fill_used,interpolation_used,current_revised_history_used
2014-06,2014-07-22,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07222014.htm,2173fcaf456b60d38ab777fce4ee2c72eb053d9a9b0377c1ebd23e886c7ed236,238.343,2.1,direct_BLS_archived_release_table,,,,233.504,same_BLS_release_table,2.072341373167,0.027658626833,medium,medium,2014-07-22T08:30:00-04:00,2014-07-23,2014-07-23,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-07,2014-08-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08192014.htm,be1148e9d87609eada51d42a21aed11f8d115a244f07888598b36566968ea6f7,238.250,2.0,direct_BLS_archived_release_table,,,,233.596,same_BLS_release_table,1.992328635764,0.007671364236,medium,medium,2014-08-19T08:30:00-04:00,2014-08-20,2014-08-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-08,2014-09-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09172014.htm,509abf7016b5a6980eff3b08c9344a2e3ddea05a4dcffb3d5e4d36499d2dbaa6,237.852,1.7,direct_BLS_archived_release_table,,,,233.877,same_BLS_release_table,1.699611334163,0.000388665837,medium,medium,2014-09-17T08:30:00-04:00,2014-09-18,2014-09-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-09,2014-10-22,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10222014.htm,28b9d53584a5680b3faea922b0e06051f96ae46f9b65d6c85ea5ac9ca0d435a1,238.031,1.7,direct_BLS_archived_release_table,,,,234.149,same_BLS_release_table,1.657918675715,0.042081324285,medium,medium,2014-10-22T08:30:00-04:00,2014-10-23,2014-10-23,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-10,2014-11-20,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11202014.htm,60f4715c0c02ef1cf1dcc56ed7da134affd00b9b56779ffa3ff0b31e1ef5ba97,237.433,1.7,direct_BLS_archived_release_table,,,,233.546,same_BLS_release_table,1.664340215632,0.035659784368,medium,medium,2014-11-20T08:30:00-05:00,2014-11-21,2014-11-21,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-11,2014-12-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12172014.htm,0134ce12341295786bdcc85a712b2aed9435329b4bcb727e8d4b26e00e958811,236.151,1.3,direct_BLS_archived_release_table,,,,233.069,same_BLS_release_table,1.322355182371,-0.022355182371,low,low,2014-12-17T08:30:00-05:00,2014-12-18,2014-12-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2014-12,2015-01-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01162015.htm,d838c0c752f5b84b6988c5d7660e993b607650458604a17ab17ca4a098956efb,234.812,0.8,direct_BLS_archived_release_table,,,,233.049,same_BLS_release_table,0.756493269656,0.043506730344,low,low,2015-01-16T08:30:00-05:00,2015-01-20,2015-01-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-01,2015-02-26,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02262015.htm,5f2f53717b05f723c1ad9acd00a77bcdfad14629c4680e8209783745a1c03014,233.707,-0.1,direct_BLS_archived_release_table,,,,233.916,same_BLS_release_table,-0.089348313070,-0.010651686930,low,low,2015-02-26T08:30:00-05:00,2015-02-27,2015-02-27,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-02,2015-03-24,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03242015.htm,c695f0e237f97e2064df963df324441b0cb3a6a65cc975619e04c12724c0fecc,234.722,0.0,direct_BLS_archived_release_table,,,,234.781,same_BLS_release_table,-0.025129801815,0.025129801815,low,low,2015-03-24T08:30:00-04:00,2015-03-25,2015-03-25,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-03,2015-04-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04172015.htm,18dca30a854d33973c9b2bf0515734555e0c6e0f5fefcd233520ffc4279fffaf,236.119,-0.1,direct_BLS_archived_release_table,,,,236.293,same_BLS_release_table,-0.073637390866,-0.026362609134,low,low,2015-04-17T08:30:00-04:00,2015-04-20,2015-04-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-04,2015-05-22,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05222015.htm,92d80729ea975b3fca490809207cac13a8a8213a2cf9984a59a0cd8a38b33214,236.599,-0.2,direct_BLS_archived_release_table,,,,237.072,same_BLS_release_table,-0.199517446177,-0.000482553823,low,low,2015-05-22T08:30:00-04:00,2015-05-26,2015-05-26,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-05,2015-06-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06182015.htm,142b5b2d2be768096935ce6f1b3e20a5074c5c64e8be983f12cea62344c3252a,237.805,0.0,direct_BLS_archived_release_table,,,,237.900,same_BLS_release_table,-0.039932744851,0.039932744851,low,low,2015-06-18T08:30:00-04:00,2015-06-19,2015-06-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-06,2015-07-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07172015.htm,1d7268807e17f6f8ee6d7c8f1f409003ea64eac0b2f65744f3c683b299c05e4b,238.638,0.1,direct_BLS_archived_release_table,,,,238.343,same_BLS_release_table,0.123771203685,-0.023771203685,low,low,2015-07-17T08:30:00-04:00,2015-07-20,2015-07-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-07,2015-08-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08192015.htm,9bb18e618ab1deb60a31a5731c1a2ab104f7cd0856160fa279961509e8bf1864,238.654,0.2,direct_BLS_archived_release_table,,,,238.250,same_BLS_release_table,0.169569779643,0.030430220357,low,low,2015-08-19T08:30:00-04:00,2015-08-20,2015-08-20,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-08,2015-09-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09162015.htm,f6154be76f62432559c746d6d26718aaa6d899be86552ef6095bf9e1defccd64,238.316,0.2,direct_BLS_archived_release_table,,,,237.852,same_BLS_release_table,0.195079293006,0.004920706994,low,low,2015-09-16T08:30:00-04:00,2015-09-17,2015-09-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-09,2015-10-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10152015.htm,591fd157c545b2c52537c44c53665682e6d26d0e12f0ce620e24dfc4ee82586f,237.945,0.0,direct_BLS_archived_release_table,,,,238.031,same_BLS_release_table,-0.036129747806,0.036129747806,low,low,2015-10-15T08:30:00-04:00,2015-10-16,2015-10-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-10,2015-11-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11172015.htm,859f9e3c3d19c9924305ce810fb9ef54b877380e4676f947632e08c580df2daa,237.838,0.2,direct_BLS_archived_release_table,,,,237.433,same_BLS_release_table,0.170574435736,0.029425564264,low,low,2015-11-17T08:30:00-05:00,2015-11-18,2015-11-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-11,2015-12-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12152015.htm,ebeca1c64092d3a688d6fbbcf3fd448cf777f12f8afc5bb1a1bb0cdd3d3a40e9,237.336,0.5,direct_BLS_archived_release_table,,,,236.151,same_BLS_release_table,0.501797578668,-0.001797578668,low,low,2015-12-15T08:30:00-05:00,2015-12-16,2015-12-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2015-12,2016-01-20,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01202016.htm,54d5bd5e0e5e146eab974cfd3295de9838b2a7e075c8bf78501abf609497b1e8,236.525,0.7,direct_BLS_archived_release_table,,,,234.812,same_BLS_release_table,0.729519786042,-0.029519786042,low,low,2016-01-20T08:30:00-05:00,2016-01-21,2016-01-21,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-01,2016-02-19,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02192016.htm,7dd11d3d791b86822ec3add762b8ac8de70c0714dc0f1c46ba52f23d601fa02d,236.916,1.4,direct_BLS_archived_release_table,,,,233.707,same_BLS_release_table,1.373086813831,0.026913186169,low,low,2016-02-19T08:30:00-05:00,2016-02-22,2016-02-22,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-02,2016-03-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03162016.htm,305aae13af34659f4faf5b69318b5cea22cce0dd25b4c7fd23b22c5aa98c3f9d,237.111,1.0,direct_BLS_archived_release_table,,,,234.722,same_BLS_release_table,1.017799780165,-0.017799780165,low,low,2016-03-16T08:30:00-04:00,2016-03-17,2016-03-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-03,2016-04-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04142016.htm,f73bce7fe745a220b5b145016097ac061900445d5f1ed6877cbe970159128c26,238.132,0.9,direct_BLS_archived_release_table,,,,236.119,same_BLS_release_table,0.852536221143,0.047463778857,low,low,2016-04-14T08:30:00-04:00,2016-04-15,2016-04-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-04,2016-05-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05172016.htm,2dcdb1bdcc4017174ed653a590c0dcc2ffd7091d70c548857e07d33afccde4d5,239.261,1.1,direct_BLS_archived_release_table,,,,236.599,same_BLS_release_table,1.125110418894,-0.025110418894,low,low,2016-05-17T08:30:00-04:00,2016-05-18,2016-05-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-05,2016-06-16,,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06162016.htm,sha256:3d879f748337a9d2ad0d5abaf20c792d72b6840a40d116561475ded541eff109,240.229,1.0,computed_at_BLS_published_precision_from_official_final_NSA_levels,,,,237.805,BLS_public_data_API_final_NSA_prior_year_level_as_of_archive_release,1.019322554194,-0.019322554194,low,low,2016-06-16,2016-06-17,2016-06-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-06,2016-07-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07152016.htm,bcdf3848f2662c688ed90dcd8ef4b6bb4d50f3d704e00cb47aa9bd6af58a8c9a,241.038,1.0,direct_BLS_archived_release_table,,,,238.638,same_BLS_release_table,1.005707389435,-0.005707389435,low,low,2016-07-15T08:30:00-04:00,2016-07-18,2016-07-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-07,2016-08-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08162016.htm,b64d96acc594b2f80c3e0cffdbe0d68cbb34fadd69873bdf8cd4da7e21f0d822,240.647,0.8,direct_BLS_archived_release_table,,,,238.654,same_BLS_release_table,0.835100186881,-0.035100186881,low,low,2016-08-16T08:30:00-04:00,2016-08-17,2016-08-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-08,2016-09-16,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09162016.htm,08ab7c1f1744a3658033e937a3f8754e9691b4a43235e2d0f7508c22eb0fbd71,240.853,1.1,direct_BLS_archived_release_table,,,,238.316,same_BLS_release_table,1.064552946508,0.035447053492,low,low,2016-09-16T08:30:00-04:00,2016-09-19,2016-09-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-09,2016-10-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10182016.htm,sha256:565d7e64ac9f6dd1d1b221b835e268fe53273bc9ef96fb937d9c0331913a1778,241.428,1.5,computed_at_BLS_published_precision_from_official_final_NSA_levels,,,,237.945,BLS_public_data_API_final_NSA_prior_year_level_as_of_archive_release,1.463783647482,0.036216352518,medium,low,2016-10-18T08:30:00-04:00,2016-10-19,2016-10-19,rounding_only_difference,threshold_rounding_requires_source_decision,true,false,false,false
2016-10,2016-11-17,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11172016.htm,f1bdd3f0eb639be5b7dbaa1077d7f6a4fafa96cdb504c335aace22d4b8e99384,241.729,1.6,direct_BLS_archived_release_table,,,,237.838,same_BLS_release_table,1.635987520918,-0.035987520918,medium,medium,2016-11-17T08:30:00-05:00,2016-11-18,2016-11-18,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-11,2016-12-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12152016.htm,451f3d19777e3f923ad1f19f12874caf937d686186f8ea663f5ef7d5e14114e8,241.353,1.7,direct_BLS_archived_release_table,,,,237.336,same_BLS_release_table,1.692537162504,0.007462837496,medium,medium,2016-12-15T08:30:00-05:00,2016-12-16,2016-12-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2016-12,2017-01-18,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01182017.htm,10530975b333ddcbbc13a33616e1768a91b89f3f564e3f1b1ed1afb9a42637a2,241.432,2.1,direct_BLS_archived_release_table,,,,236.525,same_BLS_release_table,2.074622132967,0.025377867033,medium,medium,2017-01-18T08:30:00-05:00,2017-01-19,2017-01-19,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-01,2017-02-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02152017.htm,879069c56057bd10453dd419299b7d064d6ea86043d5eeb65cc2a3144c18f498,242.839,2.5,direct_BLS_archived_release_table,,,,236.916,same_BLS_release_table,2.500042209053,-0.000042209053,medium,high,2017-02-15T08:30:00-05:00,2017-02-16,2017-02-16,rounding_only_difference,threshold_rounding_requires_source_decision,true,false,false,false
2017-02,2017-03-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03152017.htm,8b5271e72b04d0fcef3dfd21e3f9441f319d0ab9165463ee955ea7cdcc99cea6,243.603,2.7,direct_BLS_archived_release_table,,,,237.111,same_BLS_release_table,2.737958171489,-0.037958171489,high,high,2017-03-15T08:30:00-04:00,2017-03-16,2017-03-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-03,2017-04-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04142017.htm,170ac12769ab69089957f14446edd87071f132091c42e3c131b13b5e5fce9764,243.801,2.4,direct_BLS_archived_release_table,,,,238.132,same_BLS_release_table,2.380612433440,0.019387566560,medium,medium,2017-04-14T08:30:00-04:00,2017-04-17,2017-04-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-04,2017-05-12,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05122017.htm,ad678336296b9ae10878a8198e204b6f17c9c74d352f6b0c7b8450d4f1c4a225,244.524,2.2,direct_BLS_archived_release_table,,,,239.261,same_BLS_release_table,2.199689878417,0.000310121583,medium,medium,2017-05-12T08:30:00-04:00,2017-05-15,2017-05-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-05,2017-06-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06142017.htm,5532e146321085bfd797b92eba9656fbe75bb760b38307cd6adfabb1b3d61f03,244.733,1.9,direct_BLS_archived_release_table,,,,240.229,same_BLS_release_table,1.874877720841,0.025122279159,medium,medium,2017-06-14T08:30:00-04:00,2017-06-15,2017-06-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-06,2017-07-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07142017.htm,6d199bb09369836e63e07a8d2d788880505cc574060e48bcf3a63b59c3a0e420,244.955,1.6,direct_BLS_archived_release_table,,,,241.018,same_BLS_release_table,1.633487955256,-0.033487955256,medium,medium,2017-07-14T08:30:00-04:00,2017-07-17,2017-07-17,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-07,2017-08-11,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08112017.htm,494e5e70fa60fa8bebc9874c75f42c4ed2b4e6ec289cf9399b574e83473fb698,244.786,1.7,direct_BLS_archived_release_table,,,,240.628,same_BLS_release_table,1.727978456372,-0.027978456372,medium,medium,2017-08-11T08:30:00-04:00,2017-08-14,2017-08-14,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-08,2017-09-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09142017.htm,3c23dab71ca31879fbd351aef864b548ad5b5d32138b4a34796e895ec3115654,245.519,1.9,direct_BLS_archived_release_table,,,,240.849,same_BLS_release_table,1.938974212058,-0.038974212058,medium,medium,2017-09-14T08:30:00-04:00,2017-09-15,2017-09-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-09,2017-10-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10132017.htm,d6c15b37289c5430b426facfb9a2232b3a4ef4f5472a6eadb98d0d87d5266a97,246.819,2.2,direct_BLS_archived_release_table,,,,241.428,same_BLS_release_table,2.232963865003,-0.032963865003,medium,medium,2017-10-13T08:30:00-04:00,2017-10-16,2017-10-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-10,2017-11-15,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11152017.htm,330329e40c0b0a88a5d3f870daa6bdcd38d311bd13b5bbe2eeaded00e8c7fd42,246.663,2.0,direct_BLS_archived_release_table,,,,241.729,same_BLS_release_table,2.041128701976,-0.041128701976,medium,medium,2017-11-15T08:30:00-05:00,2017-11-16,2017-11-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-11,2017-12-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12132017.htm,78fa2488c56c92beb018531d565665dcdc3f18a4951948b762519cee38f4f8e1,246.669,2.2,direct_BLS_archived_release_table,,,,241.353,same_BLS_release_table,2.202582938683,-0.002582938683,medium,medium,2017-12-13T08:30:00-05:00,2017-12-14,2017-12-14,rounding_only_difference,audited_no_regime_change,true,false,false,false
2017-12,2018-01-12,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01122018.htm,95907948bc9aaab19cc133ef89ce86a64e17e6efd50fbeb3b87221e8ded00a69,246.524,2.1,direct_BLS_archived_release_table,,,,241.432,same_BLS_release_table,2.109082474568,-0.009082474568,medium,medium,2018-01-12T08:30:00-05:00,2018-01-16,2018-01-16,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-01,2018-02-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02142018.htm,ddcc0cb425407a02750aaf7622b0248e1bb5ce7b9993c513ef0d70d100a1438a,247.867,2.1,direct_BLS_archived_release_table,,,,242.839,same_BLS_release_table,2.070507620275,0.029492379725,medium,medium,2018-02-14T08:30:00-05:00,2018-02-15,2018-02-15,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-02,2018-03-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03132018.htm,ab92e2f0108fda0b44338991fd0e9f0e502a21a8132f8b0e07d43a4959642e0d,248.991,2.2,direct_BLS_archived_release_table,,,,243.603,same_BLS_release_table,2.211795421239,-0.011795421239,medium,medium,2018-03-13T08:30:00-04:00,2018-03-14,2018-03-14,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-03,2018-04-11,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_04112018.htm,aee6b80b9183e714d9dd651fa674e1bf7f1b806f4969317e7beb297ae05db9c4,249.554,2.4,direct_BLS_archived_release_table,,,,243.801,same_BLS_release_table,2.359711403973,0.040288596027,medium,medium,2018-04-11T08:30:00-04:00,2018-04-12,2018-04-12,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-04,2018-05-10,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_05102018.htm,f33624e6efefd9bbc4f28cdaba02ef6681848b8f7b475db8aaa8e8ca042faad3,250.546,2.5,direct_BLS_archived_release_table,,,,244.524,same_BLS_release_table,2.462743943335,0.037256056665,medium,medium,2018-05-10T08:30:00-04:00,2018-05-11,2018-05-11,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-05,2018-06-12,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_06122018.htm,20662979003be31cd475210410169584cbf3ae48e17a1514e7e2a33e6533f7a8,251.588,2.8,direct_BLS_archived_release_table,,,,244.733,same_BLS_release_table,2.801011714808,-0.001011714808,high,high,2018-06-12T08:30:00-04:00,2018-06-13,2018-06-13,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-06,2018-07-12,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_07122018.htm,4b654aec28502383606a89a74c80c221028bf1f0061f440263e49b97b23fa800,251.989,2.9,direct_BLS_archived_release_table,,,,244.955,same_BLS_release_table,2.871547835317,0.028452164683,high,high,2018-07-12T08:30:00-04:00,2018-07-13,2018-07-13,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-07,2018-08-10,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_08102018.htm,4a6a7a616693963e660e1fc7dc5d9c5e57eb103c861840076384d911f8680369,252.006,2.9,direct_BLS_archived_release_table,,,,244.786,same_BLS_release_table,2.949515086647,-0.049515086647,high,high,2018-08-10T08:30:00-04:00,2018-08-13,2018-08-13,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-08,2018-09-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_09132018.htm,f3f36f1df43bfd2b33788c6d5592b53c6ef4ffef3462671045e2fc8fb1992676,252.146,2.7,direct_BLS_archived_release_table,,,,245.519,same_BLS_release_table,2.699180104187,0.000819895813,high,high,2018-09-13T08:30:00-04:00,2018-09-14,2018-09-14,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-09,2018-10-11,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_10112018.htm,dad9dc08bf77860fb89aee525f398107465e852304ac16064fb662aedac70786,252.439,2.3,direct_BLS_archived_release_table,,,,246.819,same_BLS_release_table,2.276972194199,0.023027805801,medium,medium,2018-10-11T08:30:00-04:00,2018-10-12,2018-10-12,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-10,2018-11-14,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_11142018.htm,dd038fd2aa33413e53a58291a70e8ff98d3e92040743b6e9fd26bd13ce9646aa,252.885,2.5,direct_BLS_archived_release_table,,,,246.663,same_BLS_release_table,2.522469928607,-0.022469928607,medium,high,2018-11-14T08:30:00-05:00,2018-11-15,2018-11-15,rounding_only_difference,threshold_rounding_requires_source_decision,true,false,false,false
2018-11,2018-12-12,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_12122018.htm,a582c9bfd7023bba79701d9411ebca755ec3a703669045c4466a39a26189bc91,252.038,2.2,direct_BLS_archived_release_table,,,,246.669,same_BLS_release_table,2.176601032152,0.023398967848,medium,medium,2018-12-12T08:30:00-05:00,2018-12-13,2018-12-13,rounding_only_difference,audited_no_regime_change,true,false,false,false
2018-12,2019-01-11,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_01112019.htm,09e5e0748b063528e2bb598c733c3dcff3b56499eaf41117008297e6f3c5a6f2,251.233,1.9,direct_BLS_archived_release_table,,,,246.524,same_BLS_release_table,1.910158848631,-0.010158848631,medium,medium,2019-01-11T08:30:00-05:00,2019-01-14,2019-01-14,rounding_only_difference,audited_no_regime_change,true,false,false,false
2019-01,2019-02-13,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_02132019.htm,869dc36186df66a4e2c1a180a2a931a40419dac69c2a6e58cdc3b15a04c046e5,251.712,1.6,direct_BLS_archived_release_table,,,,247.867,same_BLS_release_table,1.551235138199,0.048764861801,medium,medium,2019-02-13T08:30:00-05:00,2019-02-14,2019-02-14,rounding_only_difference,audited_no_regime_change,true,false,false,false
2019-02,2019-03-12,08:30:00 America/New_York,U.S. Bureau of Labor Statistics archived CPI news release,https://www.bls.gov/news.release/archives/cpi_03122019.htm,f43e8ae381e8d58136f52102b3cbd0319098edf268fbc33fb489c9316d978574,252.776,1.5,direct_BLS_archived_release_table,,,,248.991,same_BLS_release_table,1.520135265933,-0.020135265933,medium,medium,2019-03-12T08:30:00-04:00,2019-03-13,2019-03-13,rounding_only_difference,audited_no_regime_change,true,false,false,false
